,Entropy Values
337,0.03386855598926829
338,0.03386855598926829
339,0.03386855598926829
340,0.03386855598926829
341,0.09448423313368223
342,0.09448423313368223
343,0.09448423313368223
344,0.09448423313368223
345,0.14529249824072143
346,0.14529249824072143
347,0.14529249824072143
348,0.14529249824072143
349,0.14529249824072143
350,0.14529249824072143
351,0.08474964832038377
352,0.08474964832038377
353,0.08474964832038377
354,0.08474964832038377
355,0.03386855598926829
356,0.03386855598926829
357,0.03386855598926829
358,0.03386855598926829
359,0.03386855598926829
360,0.03386855598926829
361,0.03386855598926829
362,0.03386855598926829
363,0.03386855598926829
364,0.03386855598926829
365,0.03386855598926829
366,0.03386855598926829
367,0.03386855598926829
368,0.06771903441463775
369,0.06771903441463775
370,0.06771903441463775
371,0.06771903441463775
372,0.10155137094286952
373,0.10155137094286952
374,0.26842437737067054
375,0.23472087468492986
376,0.23472087468492986
377,0.23472087468492986
378,0.2009987666208955
379,0.2009987666208955
380,0.2009987666208955
381,0.2009987666208955
382,0.16725812083478725
383,0.16725812083478725
384,-0.0
385,-0.0
386,-0.0
387,-0.0
388,-0.0
389,-0.0
390,-0.0
391,-0.0
392,-0.0
393,-0.0
394,-0.0
395,-0.0
396,-0.0
397,-0.0
398,-0.0
399,-0.0
400,-0.0
401,-0.0
402,-0.0
403,-0.0
404,-0.0
405,0.03386855598926829
406,0.03386855598926829
407,0.09448423313368225
408,0.09448423313368225
409,0.12829836297201186
410,0.12829836297201186
411,0.12829836297201186
412,0.12829836297201186
413,0.12829836297201186
414,0.12829836297201186
415,0.09448423313368223
416,0.09448423313368223
417,0.03386855598926829
418,0.03386855598926829
419,-0.0
420,0.060651896605450464
421,0.09448423313368223
422,0.12829836297201186
423,0.16209422086320718
424,0.16209422086320718
425,0.16209422086320718
426,0.16209422086320718
427,0.16209422086320718
428,0.16209422086320718
429,0.16209422086320718
430,0.10155137094286952
431,0.06771903441463775
432,0.03386855598926829
433,-0.0
434,-0.0
435,-0.0
436,-0.0
437,0.03386855598926829
438,0.03386855598926829
439,0.03386855598926829
440,0.03386855598926829
441,0.06771903441463775
442,0.10155137094286952
443,0.10155137094286952
444,0.10155137094286952
445,0.10155137094286952
446,0.16916135867239446
447,0.13536550078119913
448,0.13536550078119913
449,0.16916135867239446
450,0.16916135867239446
451,0.13536550078119913
452,0.10155137094286952
453,0.10155137094286952
454,0.13536550078119913
455,0.13536550078119913
456,0.10155137094286952
457,0.10155137094286952
458,0.10155137094286952
459,0.06771903441463775
460,0.06771903441463775
461,0.06771903441463775
462,0.06771903441463775
463,0.06771903441463775
464,0.03386855598926829
465,0.03386855598926829
466,-0.0
467,-0.0
468,0.03386855598926829
469,0.03386855598926829
470,0.03386855598926829
471,0.03386855598926829
472,0.03386855598926829
473,0.06771903441463775
474,0.06771903441463775
475,0.06771903441463775
476,0.10155137094286952
477,0.10155137094286952
478,0.06771903441463775
479,0.06771903441463775
480,0.06771903441463775
481,0.06771903441463775
482,0.06771903441463775
483,0.03386855598926829
484,0.03386855598926829
485,0.03386855598926829
486,-0.0
487,-0.0
488,-0.0
489,-0.0
490,-0.0
491,-0.0
492,0.03386855598926829
493,0.03386855598926829
494,0.03386855598926829
495,0.03386855598926829
496,0.03386855598926829
497,0.03386855598926829
498,0.03386855598926829
499,0.03386855598926829
500,0.03386855598926829
501,0.03386855598926829
502,-0.0
503,-0.0
504,-0.0
505,-0.0
506,0.060651896605450464
507,0.060651896605450464
508,0.060651896605450464
509,0.09448423313368225
510,0.09448423313368225
511,0.09448423313368225
512,0.09448423313368225
513,0.09448423313368225
514,0.09448423313368225
515,0.09448423313368225
516,0.03386855598926829
517,0.03386855598926829
518,0.03386855598926829
519,-0.0
520,-0.0
521,-0.0
522,0.03386855598926829
523,0.03386855598926829
524,0.03386855598926829
525,0.03386855598926829
526,0.03386855598926829
527,0.03386855598926829
528,0.03386855598926829
529,0.06771903441463775
530,0.06771903441463775
531,0.06771903441463775
532,0.03386855598926829
533,0.03386855598926829
534,0.09448423313368225
535,0.09448423313368225
536,0.09448423313368225
537,0.12829836297201186
538,0.16209422086320718
539,0.12829836297201186
540,0.12829836297201186
541,0.12829836297201186
542,0.12829836297201186
543,0.12829836297201186
544,0.06771903441463775
545,0.06771903441463775
546,0.10155137094286952
547,0.10155137094286952
548,0.06771903441463775
549,0.06771903441463775
550,0.1523596360499087
551,0.1523596360499087
552,0.1523596360499087
553,0.1523596360499087
554,0.1523596360499087
555,0.1523596360499087
556,0.1185637781587134
557,0.08474964832038377
558,0.08474964832038377
559,0.1185637781587134
560,0.06771903441463775
561,0.06771903441463775
562,0.06771903441463775
563,0.12829836297201186
564,0.12829836297201186
565,0.12829836297201186
566,0.16209422086320718
567,0.16209422086320718
568,0.22256371961359725
569,0.18880460327136941
570,0.1550270830540199
571,0.46707228381134525
572,0.46707228381134525
573,0.407131573183007
574,0.4406451891786118
575,0.4406451891786118
576,0.407131573183007
577,0.407131573183007
578,0.34711362147740726
579,0.34711362147740726
580,0.45293800819297075
581,0.14089280743564536
582,0.14089280743564536
583,0.14089280743564536
584,0.10709694954445004
585,0.10709694954445004
586,0.19162772137273693
587,0.19162772137273693
588,0.19162772137273693
589,0.19162772137273693
590,0.08474964832038377
591,0.08474964832038377
592,0.1185637781587134
593,0.1185637781587134
594,0.22536836715884517
595,0.3915901332938976
596,0.30750674226190905
597,0.30750674226190905
598,1.8275430723719228
599,1.8540376443967033
600,1.8540376443967033
601,1.8540376443967033
602,1.8256980073727067
603,1.8256980073727067
604,2.1381478982674986
605,1.9658890867378018
606,1.9658890867378018
607,2.0136953451394395
608,1.3782227187215226
609,1.3831999152323824
610,0.6332119552454096
611,0.6332119552454096
612,0.6665081873149556
613,0.6665081873149556
614,0.26337150320889274
615,0.22963085742278455
616,0.3139953913361821
617,0.25363691839559427
618,0.21989627260948608
619,0.18613715626725824
620,0.1523596360499087
621,0.1523596360499087
622,0.1523596360499087
623,0.1523596360499087
624,0.1185637781587134
625,0.1523596360499087
626,0.06771903441463775
627,0.12829836297201186
628,0.12829836297201186
629,0.16209422086320718
630,0.16209422086320718
631,0.16209422086320718
632,0.16209422086320718
633,1.0303905576809333
634,1.0303905576809333
635,0.9984247633456987
636,0.9984247633456987
637,0.9414820168731474
638,1.001155054675078
639,0.9691371077269322
640,0.9691371077269322
641,0.9691371077269322
642,0.9370932831938701
643,0.060651896605450464
644,0.060651896605450464
645,0.060651896605450464
646,0.060651896605450464
647,0.060651896605450464
648,0.03386855598926829
649,0.16191541431576228
650,0.16191541431576228
651,0.16191541431576228
652,0.16191541431576228
653,0.16191541431576228
654,0.16191541431576228
655,0.16191541431576228
656,0.16191541431576228
657,0.16191541431576228
658,0.1281378940984128
659,-0.0
660,-0.0
661,-0.0
662,-0.0
663,-0.0
664,-0.0
665,-0.0
666,-0.0
667,-0.0
668,-0.0
669,-0.0
670,-0.0
671,-0.0
672,-0.0
673,-0.0
674,0.08474964832038377
675,0.08474964832038377
676,0.1185637781587134
677,0.1185637781587134
678,0.1523596360499087
679,0.1523596360499087
680,0.1523596360499087
681,0.1523596360499087
682,0.1523596360499087
683,0.1523596360499087
684,0.06771903441463775
685,0.06771903441463775
686,0.03386855598926829
687,0.03386855598926829
688,-0.0
689,-0.0
690,-0.0
691,-0.0
692,0.2796762894039943
693,0.2796762894039943
694,0.3399225141968139
695,0.3399225141968139
696,0.3399225141968139
697,0.3399225141968139
698,0.3735509088116282
699,0.3735509088116282
700,0.3735509088116282
701,0.3735509088116282
702,0.09448423313368223
703,0.09448423313368223
704,0.03386855598926829
705,0.06771903441463775
706,0.06771903441463775
707,0.06771903441463775
708,0.03386855598926829
709,0.03386855598926829
710,0.03386855598926829
711,0.03386855598926829
712,0.03386855598926829
713,0.06771903441463775
714,0.06771903441463775
715,0.06771903441463775
716,0.06771903441463775
717,0.03386855598926829
718,0.03386855598926829
719,0.03386855598926829
720,0.03386855598926829
721,0.03386855598926829
722,0.03386855598926829
723,-0.0
724,-0.0
725,-0.0
726,-0.0
727,-0.0
728,-0.0
729,-0.0
730,-0.0
731,-0.0
732,-0.0
733,-0.0
734,-0.0
735,-0.0
736,-0.0
737,0.03386855598926829
738,0.06771903441463775
739,0.06771903441463775
740,0.06771903441463775
741,0.06771903441463775
742,0.06771903441463775
743,0.06771903441463775
744,0.06771903441463775
745,0.06771903441463775
746,0.06771903441463775
747,0.03386855598926829
748,-0.0
749,-0.0
750,-0.0
751,-0.0
752,-0.0
753,-0.0
754,-0.0
755,-0.0
756,-0.0
757,-0.0
758,-0.0
759,-0.0
760,-0.0
761,-0.0
762,-0.0
763,-0.0
764,-0.0
765,-0.0
766,-0.0
767,0.10709694954445004
768,0.10709694954445004
769,0.10709694954445004
770,0.14089280743564536
771,0.14089280743564536
772,0.14089280743564536
773,0.14089280743564536
774,0.14089280743564536
775,0.14089280743564536
776,0.14089280743564536
777,0.03386855598926829
778,0.03386855598926829
779,0.03386855598926829
780,-0.0
781,-0.0
782,0.03386855598926829
783,0.03386855598926829
784,0.03386855598926829
785,0.03386855598926829
786,0.03386855598926829
787,0.03386855598926829
788,0.03386855598926829
789,0.03386855598926829
790,0.03386855598926829
791,0.03386855598926829
792,-0.0
793,-0.0
794,-0.0
795,-0.0
796,-0.0
797,-0.0
798,0.06771903441463775
799,0.06771903441463775
800,0.06771903441463775
801,0.06771903441463775
802,0.10155137094286952
803,0.10155137094286952
804,0.10155137094286952
805,0.10155137094286952
806,0.10155137094286952
807,0.10155137094286952
808,0.03386855598926829
809,0.03386855598926829
810,0.03386855598926829
811,0.03386855598926829
812,0.060651896605450464
813,0.060651896605450464
814,0.060651896605450464
815,0.060651896605450464
816,0.060651896605450464
817,0.060651896605450464
818,0.060651896605450464
819,0.060651896605450464
820,0.060651896605450464
821,0.060651896605450464
822,-0.0
823,-0.0
824,-0.0
825,0.03386855598926829
826,0.06771903441463775
827,0.06771903441463775
828,0.06771903441463775
829,0.06771903441463775
830,0.06771903441463775
831,0.06771903441463775
832,0.06771903441463775
833,0.06771903441463775
834,0.06771903441463775
835,0.03386855598926829
836,-0.0
837,-0.0
838,0.03386855598926829
839,0.03386855598926829
840,0.03386855598926829
841,0.03386855598926829
842,0.03386855598926829
843,0.03386855598926829
844,0.03386855598926829
845,0.03386855598926829
846,0.03386855598926829
847,0.03386855598926829
848,-0.0
849,-0.0
850,-0.0
851,-0.0
852,-0.0
853,-0.0
854,-0.0
855,-0.0
856,-0.0
857,0.03386855598926829
858,0.03386855598926829
859,0.03386855598926829
860,0.03386855598926829
861,0.09448423313368225
862,0.09448423313368225
863,0.09448423313368225
864,0.09448423313368225
865,0.17907001845807097
866,0.23950264277721972
867,0.2057619969911115
868,0.2057619969911115
869,0.2057619969911115
870,0.2057619969911115
871,0.14529249824072143
872,0.14529249824072143
873,0.14529249824072143
874,0.14529249824072143
875,0.060651896605450464
876,-0.0
877,-0.0
878,-0.0
879,-0.0
880,-0.0
881,-0.0
882,-0.0
883,-0.0
884,0.09448423313368225
885,0.09448423313368225
886,0.09448423313368225
887,0.09448423313368225
888,0.09448423313368225
889,0.09448423313368225
890,0.09448423313368225
891,0.09448423313368225
892,0.09448423313368225
893,0.09448423313368225
894,-0.0
895,-0.0
896,0.1185637781587134
897,0.1185637781587134
898,0.1185637781587134
899,0.1185637781587134
900,0.1185637781587134
901,0.1185637781587134
902,0.1185637781587134
903,0.1185637781587134
904,0.1185637781587134
905,0.1523596360499087
906,0.03386855598926829
907,0.03386855598926829
908,0.03386855598926829
909,0.03386855598926829
910,0.03386855598926829
911,0.03386855598926829
912,0.03386855598926829
913,0.03386855598926829
914,0.06771903441463775
915,0.03386855598926829
916,0.03386855598926829
917,0.06771903441463775
918,0.06771903441463775
919,0.06771903441463775
920,0.06771903441463775
921,0.06771903441463775
922,0.06771903441463775
923,0.06771903441463775
924,0.03386855598926829
925,0.03386855598926829
926,0.03386855598926829
927,-0.0
928,-0.0
929,0.03386855598926829
930,0.03386855598926829
931,0.03386855598926829
932,0.03386855598926829
933,0.03386855598926829
934,0.03386855598926829
935,0.09448423313368223
936,0.09448423313368223
937,0.09448423313368223
938,0.09448423313368223
939,0.060651896605450464
940,0.060651896605450464
941,0.060651896605450464
942,0.060651896605450464
943,0.060651896605450464
944,0.12829836297201186
945,0.06771903441463775
946,0.06771903441463775
947,0.06771903441463775
948,0.06771903441463775
949,0.06771903441463775
950,0.06771903441463775
951,0.06771903441463775
952,0.06771903441463775
953,0.06771903441463775
954,-0.0
955,-0.0
956,-0.0
957,-0.0
958,-0.0
959,-0.0
960,-0.0
961,-0.0
962,-0.0
963,-0.0
964,-0.0
965,-0.0
966,-0.0
967,-0.0
968,-0.0
969,-0.0
970,0.08474964832038377
971,0.1185637781587134
972,0.1185637781587134
973,0.1185637781587134
974,0.1185637781587134
975,0.1185637781587134
976,0.1523596360499087
977,0.1523596360499087
978,0.1523596360499087
979,0.16209422086320718
980,0.10155137094286952
981,0.06771903441463775
982,0.06771903441463775
983,0.06771903441463775
984,0.06771903441463775
985,0.06771903441463775
986,0.03386855598926829
987,0.03386855598926829
988,0.03386855598926829
989,0.03386855598926829
990,0.03386855598926829
991,0.03386855598926829
992,0.03386855598926829
993,0.03386855598926829
994,0.03386855598926829
995,0.03386855598926829
996,0.03386855598926829
997,0.03386855598926829
998,0.03386855598926829
999,-0.0
1000,-0.0
1001,-0.0
1002,-0.0
1003,-0.0
1004,-0.0
1005,-0.0
1006,-0.0
1007,-0.0
1008,-0.0
1009,-0.0
1010,-0.0
1011,-0.0
1012,-0.0
1013,-0.0
1014,-0.0
1015,-0.0
1016,-0.0
1017,-0.0
1018,-0.0
1019,-0.0
1020,0.03386855598926829
1021,0.03386855598926829
1022,0.03386855598926829
1023,0.03386855598926829
1024,0.03386855598926829
1025,0.03386855598926829
1026,0.03386855598926829
1027,0.03386855598926829
1028,0.09448423313368225
1029,0.09448423313368225
1030,0.060651896605450464
1031,0.060651896605450464
1032,0.09448423313368223
1033,0.09448423313368223
1034,0.12829836297201186
1035,0.12829836297201186
1036,0.12829836297201186
1037,0.12829836297201186
1038,0.06771903441463775
1039,0.06771903441463775
1040,0.06771903441463775
1041,0.06771903441463775
1042,0.03386855598926829
1043,0.03386855598926829
1044,-0.0
1045,-0.0
1046,-0.0
1047,-0.0
1048,-0.0
1049,0.03386855598926829
1050,0.03386855598926829
1051,0.03386855598926829
1052,0.03386855598926829
1053,0.03386855598926829
1054,0.03386855598926829
1055,0.03386855598926829
1056,0.03386855598926829
1057,0.03386855598926829
1058,0.03386855598926829
1059,-0.0
1060,-0.0
1061,-0.0
1062,-0.0
1063,-0.0
1064,0.03386855598926829
1065,0.03386855598926829
1066,0.03386855598926829
1067,0.06771903441463775
1068,0.06771903441463775
1069,0.06771903441463775
1070,0.06771903441463775
1071,0.06771903441463775
1072,0.06771903441463775
1073,0.06771903441463775
1074,0.03386855598926829
1075,0.06771903441463775
1076,0.06771903441463775
1077,0.03386855598926829
1078,0.03386855598926829
1079,0.1185637781587134
1080,0.1185637781587134
1081,0.1185637781587134
1082,0.1185637781587134
1083,0.20309454998700027
1084,0.23683519577310852
1085,0.23683519577310852
1086,0.2705573038371429
1087,0.3645445848416839
1088,0.3645445848416839
1089,0.28029188865044136
1090,0.28029188865044136
1091,0.28029188865044136
1092,0.28029188865044136
1093,0.2296308574227845
1094,0.2563043653997054
1095,0.22256371961359722
1096,0.1888046032713694
1097,0.09448423313368225
1098,0.09448423313368225
1099,0.09448423313368225
1100,0.12829836297201186
1101,0.12829836297201186
1102,0.12829836297201186
1103,0.12829836297201186
1104,0.06771903441463775
1105,0.06771903441463775
1106,0.06771903441463775
1107,0.06771903441463775
1108,0.06771903441463775
1109,0.1523596360499087
1110,0.1185637781587134
1111,0.1185637781587134
1112,0.1185637781587134
1113,0.08474964832038377
1114,0.08474964832038377
1115,0.1185637781587134
1116,0.1523596360499087
1117,0.1523596360499087
1118,0.1523596360499087
1119,1.0350183896235883
1120,1.0350183896235883
1121,1.0350183896235883
1122,1.0661917862298684
1123,1.0973344726363345
1124,1.0973344726363345
1125,1.0680698286652297
1126,1.0369271422587636
1127,1.0369271422587636
1128,1.0369271422587636
1129,0.06771903441463775
1130,0.06771903441463775
1131,0.06771903441463775
1132,0.03386855598926829
1133,-0.0
1134,-0.0
1135,-0.0
1136,-0.0
1137,-0.0
1138,0.14089280743564536
1139,0.17467032765299484
1140,0.17467032765299484
1141,0.17467032765299484
1142,0.20842944399522267
1143,0.20842944399522267
1144,0.24217008978133087
1145,0.24217008978133087
1146,0.24217008978133087
1147,0.24217008978133087
1148,0.10155137094286952
1149,0.06771903441463775
1150,0.10155137094286952
1151,0.10155137094286952
1152,0.06771903441463775
1153,0.06771903441463775
1154,0.03386855598926829
1155,0.03386855598926829
1156,0.03386855598926829
1157,0.06771903441463775
1158,0.06771903441463775
1159,0.06771903441463775
1160,0.03386855598926829
1161,0.03386855598926829
1162,0.09448423313368223
1163,0.09448423313368223
1164,0.09448423313368223
1165,0.09448423313368223
1166,0.12829836297201186
1167,0.09448423313368225
1168,0.09448423313368225
1169,0.09448423313368225
1170,0.09448423313368225
1171,0.09448423313368225
1172,0.03386855598926829
1173,0.03386855598926829
1174,0.03386855598926829
1175,0.03386855598926829
1176,-0.0
1177,-0.0
1178,-0.0
1179,-0.0
1180,-0.0
1181,-0.0
1182,0.060651896605450464
1183,0.060651896605450464
1184,0.060651896605450464
1185,0.09448423313368223
1186,0.09448423313368223
1187,0.09448423313368223
1188,0.09448423313368223
1189,0.09448423313368223
1190,0.12829836297201186
1191,0.12829836297201186
1192,0.06771903441463775
1193,0.06771903441463775
1194,0.10155137094286952
1195,0.06771903441463775
1196,0.06771903441463775
1197,0.06771903441463775
1198,0.06771903441463775
1199,0.06771903441463775
1200,0.03386855598926829
1201,0.03386855598926829
1202,0.03386855598926829
1203,0.03386855598926829
1204,-0.0
1205,-0.0
1206,-0.0
1207,-0.0
1208,-0.0
1209,-0.0
1210,-0.0
1211,0.03386855598926829
1212,0.03386855598926829
1213,0.03386855598926829
1214,0.03386855598926829
1215,0.03386855598926829
1216,0.06771903441463775
1217,0.06771903441463775
1218,0.06771903441463775
1219,0.06771903441463775
1220,0.10155137094286952
1221,0.06771903441463775
1222,0.06771903441463775
1223,0.06771903441463775
1224,0.10155137094286952
1225,0.10155137094286952
1226,0.17467032765299484
1227,0.17467032765299484
1228,0.17467032765299484
1229,0.17467032765299484
1230,0.14089280743564536
1231,0.14089280743564536
1232,0.14089280743564536
1233,0.14089280743564536
1234,0.10709694954445004
1235,0.14089280743564536
1236,0.03386855598926829
1237,0.03386855598926829
1238,0.03386855598926829
1239,0.06771903441463775
1240,0.06771903441463775
1241,0.06771903441463775
1242,0.06771903441463775
1243,0.06771903441463775
1244,0.10155137094286952
1245,0.06771903441463775
1246,0.06771903441463775
1247,0.10155137094286952
1248,0.10155137094286952
1249,0.06771903441463775
1250,0.06771903441463775
